,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
9203,Wii,2011.0,Action,Electronic Arts,0.08,0.04,0.0,0.14
9209,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.14
9227,Wii,2009.0,Misc,Activision,0.12,0.01,0.0,0.14
9228,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.14
9229,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.14
9231,PSP,2011.0,Sports,Sega,0.0,0.1,0.0,0.14
9232,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.14
9235,PSP,2006.0,Misc,Sony Computer Entertainment,0.1,0.0,0.02,0.14
9242,DS,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.14
9247,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.14
9248,Wii,2010.0,Misc,Ubisoft,0.13,0.0,0.0,0.14
9250,PC,2016.0,Action,Ubisoft,0.04,0.09,0.0,0.14
9252,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.14
9269,DS,2007.0,Simulation,THQ,0.13,0.0,0.0,0.14
9270,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.14
9276,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.14
9280,PSP,2006.0,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.14
9281,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.14
9283,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.14
9284,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.14
9289,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.14
9298,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.14
9301,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.14
9302,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.14
9304,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.14
9311,Wii,2011.0,Shooter,Activision,0.13,0.0,0.0,0.14
9312,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.14
9316,Wii,2011.0,Misc,THQ,0.11,0.01,0.0,0.14
9317,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.14
9318,DS,2008.0,Action,Activision,0.11,0.01,0.0,0.14
9321,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.14
9322,DS,2009.0,Sports,Activision,0.13,0.0,0.0,0.14
9325,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.14
9327,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.14
9328,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.14
9329,DS,2009.0,Misc,Ubisoft,0.13,0.0,0.0,0.13
9332,Wii,2010.0,Misc,Ubisoft,0.0,0.12,0.0,0.13
9341,Wii,2008.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.13
9352,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.13
9374,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.13
9375,DS,2007.0,Misc,Sega,0.12,0.0,0.0,0.13
9378,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.13
9380,DS,2010.0,Action,Activision,0.12,0.0,0.0,0.13
9384,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.13
9398,PSP,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.13
9400,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.13
9413,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.13
9414,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.13
9416,DS,2006.0,Action,Sega,0.0,0.0,0.13,0.13
9423,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.13
9425,Wii,2009.0,Sports,THQ,0.12,0.0,0.0,0.13
9429,DS,2011.0,Action,THQ,0.11,0.02,0.0,0.13
9439,DS,2010.0,Sports,Sega,0.0,0.0,0.13,0.13
9441,PSP,2010.0,Adventure,THQ,0.08,0.03,0.0,0.13
9443,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.13
9456,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.13
9463,Wii,2009.0,Sports,Ubisoft,0.1,0.02,0.0,0.13
9465,DS,2011.0,Misc,THQ,0.08,0.04,0.0,0.13
9482,Wii,2012.0,Misc,Ubisoft,0.01,0.1,0.0,0.13
9491,DS,2009.0,Adventure,Activision,0.12,0.0,0.0,0.13
9492,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.13
9494,DS,2011.0,Racing,Activision,0.09,0.03,0.0,0.13
9512,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.13
9519,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.13
9521,PSP,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.13
9525,DS,2009.0,Misc,Ubisoft,0.12,0.0,0.0,0.13
9553,DS,2010.0,Action,Activision,0.11,0.01,0.0,0.13
9563,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.13
9565,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.13
9572,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.0,0.13
9592,DS,2011.0,Action,Sega,0.09,0.03,0.0,0.13
9594,Wii,2011.0,Misc,Ubisoft,0.12,0.0,0.0,0.13
9596,Wii,2008.0,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.13
9597,DS,2008.0,Adventure,THQ,0.11,0.01,0.0,0.13
9602,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.13
9608,Wii,2008.0,Adventure,Sega,0.0,0.0,0.13,0.13
9615,DS,2010.0,Sports,Activision,0.12,0.0,0.0,0.13
9617,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.13,0.13
9620,Wii,2009.0,Platform,Ubisoft,0.11,0.0,0.0,0.13
9624,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.13
9633,DS,2011.0,Misc,Ubisoft,0.12,0.0,0.0,0.13
9648,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.13
9652,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.13
9660,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.12
9661,Wii,2008.0,Action,Electronic Arts,0.11,0.01,0.0,0.12
9663,Wii,2009.0,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.12
9686,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.12
9696,PSP,2006.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.12
9707,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.12
9720,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.12
9736,DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.12
9737,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.12
9739,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.12
9745,DS,2007.0,Fighting,THQ,0.11,0.01,0.0,0.12
9750,PSP,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.12
9760,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.12
9762,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.12
9763,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.12
9775,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.12
9776,PSP,2009.0,Action,Ubisoft,0.03,0.03,0.05,0.12
9779,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.12
9786,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.12
9787,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.12
9789,DS,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.12
9791,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.12
9799,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.12
9802,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.12
9805,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.12
9808,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.12
9809,PSP,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.12
9810,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.12
9813,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.12
9814,DS,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.12
9823,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.12
9834,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.12
9835,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.12
9836,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.12
9845,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.12
9853,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.12
9854,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.12
9858,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.12
9870,Wii,2011.0,Sports,Ubisoft,0.11,0.0,0.0,0.12
9871,PSP,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.12
9891,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.12
9893,DS,2011.0,Action,THQ,0.07,0.03,0.0,0.12
9895,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.12
9903,PSP,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.12
9927,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.12
9948,PSP,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.12
9950,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.12
9952,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.12
9953,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.12
9960,PSP,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.12
9965,DS,2011.0,Platform,THQ,0.09,0.02,0.0,0.12
9970,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.12
9976,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.12
9977,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.12
9980,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.12
9984,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.12
9987,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.12
9991,Wii,2011.0,Misc,Electronic Arts,0.11,0.0,0.0,0.12
9992,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.12
10001,Wii,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.11
10013,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.11
10025,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.11
10030,DS,2008.0,Misc,Electronic Arts,0.11,0.0,0.0,0.11
10032,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.11
10039,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.11
10046,PSP,2005.0,Sports,Electronic Arts,0.1,0.01,0.0,0.11
10056,DS,2009.0,Strategy,THQ,0.11,0.0,0.0,0.11
10058,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.11
10060,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.11
10062,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.11
10067,DS,2009.0,Adventure,Sega,0.11,0.0,0.0,0.11
10071,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.11
10079,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.11
10088,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.11
10094,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.11
10099,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.11
10102,Wii,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.11
10105,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.11
10106,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.11
10107,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.11
10114,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.11
10116,DS,2009.0,Misc,THQ,0.1,0.0,0.0,0.11
10137,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.11
10143,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.11
10146,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.11
10154,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.11
10157,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.11
10161,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.11
10180,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.11
10188,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.11
10190,PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.11
10191,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.11
10195,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.11
10201,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.11
10205,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.11
10206,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.11
10207,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.11
10210,DS,2011.0,Action,THQ,0.09,0.01,0.0,0.11
10235,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.11
10241,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.11
10246,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.11
10249,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.11
10261,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.11
10262,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.11
10266,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.11
10268,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.11
10273,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.11
10274,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.11
10292,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.11
10295,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.11
10296,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.11
10303,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.11
10307,Wii,2011.0,Action,Activision,0.08,0.02,0.0,0.11
10316,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.11
10322,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.11
10330,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.11
10337,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.11
10339,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.11
10342,DS,2009.0,Misc,Activision,0.09,0.01,0.0,0.11
10347,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.11
10350,DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.11
10361,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.11
10366,DS,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.11
10367,DS,2009.0,Sports,Activision,0.1,0.0,0.0,0.11
10368,Wii,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.11
10371,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.11
10376,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.11
10385,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.11
10395,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.11
10399,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.11
10401,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.11
10403,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.11
10405,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.11
10410,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.11
10412,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.11
10418,Wii,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.1
10419,DS,2011.0,Platform,Activision,0.1,0.0,0.0,0.1
10421,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10435,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10437,DS,2009.0,Sports,Ubisoft,0.1,0.0,0.0,0.1
10446,Wii,2013.0,Platform,Ubisoft,0.0,0.09,0.0,0.1
10448,Wii,2012.0,Action,Nintendo,0.0,0.0,0.1,0.1
10450,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.1
10456,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.1
10470,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.1
10471,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.1
10472,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.1
10475,Wii,2009.0,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.1
10477,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.1
10480,DS,2007.0,Puzzle,Sega,0.1,0.0,0.0,0.1
10482,PSP,2006.0,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.1
10487,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.1
10502,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.1
10505,PSP,2007.0,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.1
10514,Wii,2007.0,Shooter,Electronic Arts,0.06,0.03,0.0,0.1
10522,DS,2008.0,Strategy,Sega,0.0,0.0,0.1,0.1
10527,Wii,2010.0,Misc,THQ,0.04,0.05,0.0,0.1
10528,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.1
10529,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10541,PSP,2007.0,Action,Activision,0.09,0.0,0.0,0.1
10548,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.1
10549,Wii,2008.0,Misc,Activision,0.09,0.0,0.0,0.1
10558,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10571,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.1
10572,PC,2004.0,Shooter,Activision,0.05,0.04,0.0,0.1
10577,DS,2006.0,Action,Nintendo,0.0,0.0,0.1,0.1
10584,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.1
10589,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.1
10591,PC,2016.0,Strategy,Sega,0.0,0.1,0.0,0.1
10592,PSP,2010.0,Shooter,Ubisoft,0.07,0.02,0.0,0.1
10594,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.1
10596,PC,2012.0,Action,Activision,0.07,0.02,0.0,0.1
10605,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10611,DS,2008.0,Action,Activision,0.09,0.0,0.0,0.1
10620,Wii,2008.0,Racing,Activision,0.09,0.0,0.0,0.1
10624,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.1
10626,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.1
10643,PC,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.1
10651,PC,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.1
10665,DS,2007.0,Fighting,Sega,0.0,0.0,0.1,0.1
10674,Wii,2012.0,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.1
10682,DS,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.1
10685,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.1
10688,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.1
10692,PC,2010.0,Strategy,THQ,0.08,0.01,0.0,0.1
10701,DS,2010.0,Puzzle,THQ,0.09,0.0,0.0,0.1
10705,DS,2009.0,Misc,Nintendo,0.0,0.0,0.1,0.1
10718,Wii,2010.0,Adventure,Activision,0.08,0.01,0.0,0.1
10719,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.1
10727,Wii,2009.0,Simulation,Activision,0.09,0.0,0.0,0.1
10739,DS,2007.0,Action,Namco Bandai Games,0.1,0.0,0.0,0.1
10745,DS,2010.0,Sports,Activision,0.09,0.0,0.0,0.1
10759,DS,2008.0,Action,Electronic Arts,0.09,0.0,0.0,0.1
10760,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.1
10774,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.1
10776,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.1
10780,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.1
10781,Wii,2009.0,Simulation,THQ,0.09,0.0,0.0,0.1
10782,DS,2008.0,Simulation,Nintendo,0.09,0.0,0.0,0.1
10797,DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.1
10798,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10799,PSP,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.1
10804,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.1
10807,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.1
10815,PSP,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.1
10818,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.09
10835,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.09
10846,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.09
10851,Wii,2011.0,Misc,Electronic Arts,0.02,0.07,0.0,0.09
10854,DS,2008.0,Sports,Electronic Arts,0.07,0.02,0.0,0.09
10857,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.09
10867,PSP,2010.0,Sports,Activision,0.08,0.0,0.0,0.09
10877,DS,2006.0,Adventure,THQ,0.08,0.01,0.0,0.09
10881,DS,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.09
10883,PSP,2005.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.09
10888,PSP,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.09
10899,DS,2005.0,Platform,THQ,0.07,0.02,0.0,0.09
10906,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.09
10908,Wii,2011.0,Action,Activision,0.07,0.01,0.0,0.09
10921,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.09
10924,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.09
10944,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.09
10946,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.09
10948,PSP,2006.0,Action,Electronic Arts,0.08,0.0,0.0,0.09
10950,PC,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.09
10951,PSP,2005.0,Racing,Ubisoft,0.08,0.0,0.0,0.09
10960,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.09
10985,PC,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.09
11004,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.09
11012,Wii,2010.0,Shooter,Electronic Arts,0.09,0.0,0.0,0.09
11014,DS,2005.0,Misc,Sega,0.08,0.0,0.0,0.09
11022,DS,2008.0,Platform,Sega,0.0,0.0,0.09,0.09
11025,DS,2010.0,Misc,THQ,0.08,0.0,0.0,0.09
11037,PSP,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.09
11039,PSP,2006.0,Misc,Sega,0.0,0.0,0.09,0.09
11060,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.09
11067,Wii,2009.0,Simulation,Sega,0.07,0.01,0.0,0.09
11070,PSP,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.09
11074,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.09
11082,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.09
11092,Wii,2011.0,Misc,Ubisoft,0.08,0.0,0.0,0.09
11096,PSP,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.09
11099,Wii,2011.0,Action,Activision,0.06,0.02,0.0,0.09
11106,DS,2011.0,Strategy,Activision,0.06,0.02,0.0,0.09
11113,PC,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.09
11114,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.09
11115,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.09
11116,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.09
11130,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.09
11136,Wii,2010.0,Sports,Activision,0.08,0.0,0.0,0.09
11149,PSP,2006.0,Racing,Activision,0.08,0.0,0.0,0.09
11157,DS,2008.0,Misc,Ubisoft,0.07,0.01,0.0,0.09
11172,Wii,2009.0,Misc,Ubisoft,0.08,0.0,0.0,0.09
11179,PC,2011.0,Shooter,THQ,0.05,0.02,0.0,0.09
11191,DS,2006.0,Misc,Nintendo,0.0,0.0,0.09,0.09
11198,Wii,2011.0,Action,THQ,0.05,0.03,0.0,0.09
11205,DS,2008.0,Misc,Ubisoft,0.08,0.0,0.0,0.09
11210,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.09,0.09
11212,PC,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.09
11214,PC,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.09
11222,DS,2006.0,Action,Sega,0.08,0.0,0.0,0.09
11225,PSP,2008.0,Racing,Activision,0.08,0.0,0.0,0.09
11235,PSP,2009.0,Simulation,Ubisoft,0.08,0.0,0.0,0.09
11250,PSP,2009.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.09
11266,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.08
11274,DS,2009.0,Simulation,Activision,0.08,0.0,0.0,0.08
11279,DS,2005.0,Fighting,Electronic Arts,0.08,0.0,0.0,0.08
11288,PC,2005.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.08
11289,PSP,2005.0,Puzzle,Ubisoft,0.08,0.0,0.0,0.08
11292,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.08
